source,target
70859,2498649
70859,695085
70859,376632
70859,188611
70859,2562
70859,645019
70859,8762949
70859,78492
70859,192856
70859,248218
70859,187766
70859,8786794
70859,1632063
70859,1462053
70859,783092
1714461,14
150464,376653
150464,45567
150464,645019
150464,731
150464,1190129
150464,8763433
150464,564
150464,5758087
150464,534
80108,4271435
80108,449827
80108,299822
80108,1722788
80108,12589
80108,8763433
80108,1464533
80108,45567
80108,645019
80108,8762949
80108,1321221
150778,645019
150778,45567
1736548,8786432
151494,45567
151494,645019
151494,449827
1741217,45567
1741467,193998
693203,8831950
693203,388071
693203,449358
693203,8762949
693203,990822
693203,8812440
1223675,8804493
1223675,449827
1223675,8771966
1223675,8763433
1223675,534
1223675,8774130
1223675,4271435
1223675,1225250
1223675,8766778
1223675,8778929
1223675,8762949
693950,8923225
693950,1746631
693950,9263072
693914,38236
693914,121914
693914,8767031
693914,8794338
693914,1762498
99163,1765929
99163,8957616
99163,243602
99163,645019
99163,376653
99163,8766778
99163,2695601
99163,8784053
99163,8762949
99163,8767031
103326,8762949
103326,21433
103326,645019
103326,187766
103326,635226
103326,4172614
103326,2695601
103326,414673
103326,1773362
103326,1462053
1774367,8768921
1774367,8767031
1774367,4271435
1774367,1462053
1774367,8762949
1776372,8766445
1776372,1462053
1776372,8812440
1776372,2715711
1776372,1776421
1776372,1159781
1126426,299822
1126426,8839181
1782680,8763433
1126590,449358
693435,8860210
693435,8773229
693435,8789162
693435,645019
693435,32370
693435,8762949
693435,45567
693435,449827
644459,1462053
644459,51818
644459,268033
644459,193998
644459,644597
644459,549496
644459,449358
644459,299822
644459,376653
644459,645019
644459,534
644459,731
644459,45567
644459,5978452
644459,8844607
694462,549496
694462,8823298
694462,1133609
694462,262846
694462,1786190
644683,193998
644683,644597
644683,82801
644683,3309085
644683,3799847
644683,8766445
644683,38236
644683,449358
644683,549496
644683,197521
644683,3623
644683,3377437
644683,8769221
644683,299822
644683,8762949
644683,376653
644683,645019
644683,449827
644683,45567
862480,449827
862480,8083667
862480,8083821
844207,449827
844207,3623
844207,8762949
1813564,187766
16905,8765020
16905,2376324
16905,4826230
16905,4207137
16905,384944
16905,8843622
16905,9287681
16905,9124042
16905,1611762
16905,9163681
16905,102182
16905,256227
16905,8820416
16905,549496
16905,3885213
16905,606499
16905,1462053
16905,9001706
16905,8824974
16905,38236
16905,193998
16905,645019
16905,8794862
16905,8824771
16905,8794019
16905,8762949
16905,8767031
16905,977804
16905,8766400
16905,3057924
1815270,9288364
1815270,1815301
1815270,641510
1815270,1815411
451708,781698
847089,439824
847089,35605
847089,45567
847089,645019
847577,645019
847577,45567
848633,923531
848633,45567
848633,645019
849257,45567
849257,645019
1119562,8767031
487016,449358
487016,645019
487016,45567
487016,1462053
487016,116563
487016,7237329
487016,187766
487016,783092
1830974,8771089
1830974,8762949
1830974,8771307
850963,5533
850963,645019
850963,45567
850963,449827
850963,3392981
1839394,45567
1839394,645019
1839394,985723
1843724,45567
1843724,116563
1859573,449827
1859573,8762949
1859731,645019
1864082,26482
1864082,534
407049,113940
407049,12589
407049,35016
407049,14
407049,1325683
407049,189007
407049,645019
407049,32939
407049,400904
407049,8547776
407049,653471
407049,403732
407049,389883
407049,287710
407049,1873880
407049,1873883
407049,33374
407049,7507931
407049,185409
407049,8762949
407049,407719
1874516,45567
621050,449358
621050,5938419
621050,1225033
621050,8788928
621050,299822
621050,644333
621050,645019
621050,8762949
1492140,8762949
1492140,645019
1492140,193998
232697,299822
232697,549496
232697,783092
232697,1462053
232697,376653
232697,645019
232697,64091
232697,86398
232697,174980
232697,8770309
232697,193998
232697,93477
232697,9314731
232697,1456679
232697,233713
232697,1610113
232697,1470667
1904576,8762949
1904576,1904610
1906689,1413558
1906689,9318339
1906689,9318385
1906689,9318389
1906689,731
1570485,109009
1570485,8766778
1570485,8866160
1570485,1965260
1570485,3587288
1921043,8762949
1921043,8843220
1921043,1462053
1921105,3189359
1921105,8766400
1921105,9321847
1921105,1921135
1921105,8948345
1921105,3017725
1921105,8766720
1921105,8915687
860902,645019
860902,45567
1745040,1207298
1745040,700533
1745040,376653
1745040,299822
1745040,645019
1745040,8762949
1745040,8786921
226294,5772715
226294,1930408
226294,9324907
226294,8813839
226294,1809211
226294,8762949
226294,645019
862307,8762949
862307,3623
494488,9325950
494488,8762949
494488,3392981
494488,449827
494488,645019
494488,45567
494488,1462053
494488,783092
494488,7237329
494488,187766
494488,116563
1936891,1190129
1936891,8762949
1936891,1721978
863389,645019
863389,45567
863389,5533
863389,242627
863389,1705675
863389,3122501
863389,243233
863389,8775782
863389,68728
863389,8431
422344,201593
422344,645019
863798,45567
863798,645019
863822,3033716
863822,9207884
863822,2323548
863822,5978452
863822,449827
863822,3392981
863822,45567
863822,645019
863822,197521
863822,8762949
863822,3623
863822,8769221
863822,3377437
863822,6927614
863822,8549088
863822,194869
863822,5906579
863822,3309325
1944612,449827
1944612,1474759
1944612,14
1944612,45567
865137,5906579
865137,3309325
865137,194869
865137,6927614
865137,8549088
865137,45567
865137,645019
1949435,8762949
20557,8771881
20557,1751071
20557,549496
20557,299822
20557,449358
20557,20579
20557,644597
20557,64091
20557,376653
20557,645019
20557,564
20557,1190129
20557,8763433
20557,1462053
868667,8762949
868667,6927614
869230,564
869230,645019
869230,1298337
869230,8762949
869230,783092
869230,7237329
869230,187766
1959547,3309325
1959547,1462053
871647,12478
871647,134437
871647,102015
871647,744907
871647,952778
871647,8867204
871647,8867208
871647,997833
871647,9337631
871647,1953289
871647,534
871647,456606
871647,14
871647,299590
871647,8769221
871647,8797768
871647,36507
871647,457280
871647,194369
871647,414312
871647,1960083
871647,11157
871647,55645
871647,4271435
871647,8763433
871647,2657305
871647,1960087
871647,8780948
871647,613099
871647,1026769
871647,1328284
871647,449827
871647,8754579
871647,8894108
871647,3147225
871647,1960094
871647,31888
871647,20226
871647,38236
871647,8766445
871647,9337659
871647,1609495
871647,8762949
871647,9337667
870115,45567
870115,2323548
870115,8766445
870115,3309325
870115,5906579
870115,6927614
870115,3799847
870115,8774130
870755,3392981
870755,5978452
870755,45567
870755,645019
870755,8769221
870755,3377437
1690458,534
1690458,8763433
133393,417827
133393,75464
133393,1966189
133393,1966202
133393,924361
133393,229317
133393,384752
133393,449827
133393,1966242
133393,8792368
133393,8792046
133393,1966258
133393,8762949
874483,194869
874483,6927614
874483,45567
874483,645019
1968337,783092
876019,45567
876019,645019
876019,449827
502678,9346085
502678,8488287
502678,1321221
502678,8767976
502678,449827
502678,38236
502678,8765333
502678,174980
502678,8762949
502678,8763433
502678,3623
502678,197521
502678,82801
502678,3309325
502678,6927614
502678,5906579
502678,194869
502678,116563
502678,187766
502678,1462053
502678,783092
502678,7237329
878042,645019
878042,45567
878948,45567
878948,645019
147400,1214799
147400,1921333
147400,9350156
147400,1215570
147400,1008938
147400,8770269
147400,63832
147400,1214938
147400,549496
147400,4578093
147400,716285
147400,645019
147400,442298
147400,707866
147400,1216355
147400,1711508
147400,8770696
147400,700549
147400,8770791
147400,1979305
147400,1184377
147400,8772806
147400,8770839
147400,5026809
147400,2353553
147400,9350171
147400,8770985
147400,8771017
147400,7361682
147400,8762949
147400,8779806
147400,8942478
147400,8779823
147400,8779860
147400,8779886
147400,40330
147400,8766720
147400,8779913
147400,8766682
148279,2289647
148279,9350655
148279,1977430
148279,1047711
148279,9350658
148279,9350668
148279,1306466
148279,55645
148279,8770269
148279,8788135
148279,592310
148279,9350695
148279,4457406
148279,9135150
148279,1021918
148279,1047705
148279,1460455
148279,1430031
148279,1586557
148279,1460436
148279,32370
148279,1462590
148279,56148
148279,7166612
148279,8297681
148279,4695558
148279,1734585
148279,5672284
148279,1321221
148279,8923116
148279,5483308
148279,9017809
148279,8979706
148279,9018057
148279,8927246
148279,1979904
148279,1448326
148279,9350786
148279,9350813
148279,9350851
148279,9350890
148279,937292
148279,1958752
148279,3656
148279,1579887
148279,1047632
148279,1448214
148279,8766445
148279,197521
148279,3623
148279,8762949
148279,645019
148279,45567
148279,449827
148279,3392981
148279,1979936
1980842,449827
1982070,536855
1982070,645019
421168,9354050
421168,193998
421168,645019
421168,449358
376632,1987859
376632,64091
376632,1988229
376632,299822
376632,1328284
376632,8762949
149202,2323548
149202,645019
149202,116563
149202,7237329
149202,1462053
149202,187766
149202,8762949
1988830,1462053
149778,99113
149778,2770023
149778,1442563
149778,645019
149778,45567
149778,34139
149778,258281
149778,378367
149778,8775744
149778,96001
149778,1434739
149778,2437065
149778,3119621
149778,2325065
149778,250407
149778,9357892
149778,9303053
149778,585656
149778,3334771
149778,116354
149778,9357927
149778,1088789
149778,2061465
149778,9044195
149778,9044215
149778,97254
149778,98107
149778,1555366
149778,1826195
149778,253133
149778,384403
149778,3184764
149778,185853
149778,5533
149778,7130269
149778,1583452
149778,2001926
149778,1443256
149778,187766
149778,9169798
149778,9169803
149778,3119571
149778,1471002
149778,3358680
149778,1095931
149778,9358038
149778,9358065
149778,9358095
149778,9358104
149778,9358109
149778,901917
149778,1667977
126198,635226
126198,8782269
126198,8769446
126198,8781254
126198,611419
126198,434413
126198,1559217
126198,38236
126198,8762949
126198,4358453
126198,898679
126198,8791439
126198,2005479
126198,1321221
126198,8766445
126198,910726
126198,9276337
126198,8814752
126198,8793671
126198,2490222
126198,8797309
126198,3309459
126198,449827
126198,193998
150135,564
150135,645019
150135,3377437
150135,116563
150135,187766
150135,2323548
150135,8763433
150135,8762949
2007298,2040351
2007298,1550126
2007298,645019
150280,645019
150280,197521
150280,3623
150280,8762949
150280,9360938
150280,45567
150280,2007308
150280,8746870
150280,9360989
150280,8758353
150280,9361038
150280,9361046
150394,45567
150394,645019
2035569,1462053
151181,8826040
151181,2177607
151181,8829819
151181,7060264
151181,645019
151181,45567
151181,449827
151181,3392981
151181,346718
151181,2035715
151181,648588
151181,9367708
151181,2035813
151181,38482
774657,2048849
774657,5902999
774657,8789731
774657,9371317
774657,4755056
774657,8977784
774657,8776242
774657,38236
774657,645019
774657,449827
774657,1321221
774657,1462053
774657,9091214
774657,8766445
774657,8762949
232658,8381854
232658,101353
232658,8762949
232658,1365806
1137454,2053632
1137454,155893
1137454,42018
1137454,8919475
1137454,6335711
1137454,694940
1137454,116133
1137454,1022173
1137454,2053711
1137454,3190184
1137454,1217332
1137454,7478884
1137454,1954398
1137454,2941981
1137454,9374100
1137454,1303278
1137454,9374117
1137454,6401207
1137454,2079009
2054494,8762949
2056568,8789731
2056568,5923491
2056568,9375921
2056568,4943516
2056568,1462053
2056568,645019
2056568,3623
2056568,2056572
85741,9376519
85741,2057128
85741,2067614
85741,233713
85741,1442120
85741,895002
85741,1179161
85741,1387172
85741,8915199
85741,8787613
85741,76749
85741,9306376
85741,8957616
85741,718903
85741,8767031
85741,8770309
2057314,2057323
2057314,8766445
480503,1433047
480503,154287
480503,7037885
480503,645019
480503,45567
480503,7237329
480503,187766
480503,1462053
480503,116563
293537,464568
293537,467813
293537,116847
293537,2060048
293537,85239
293537,2060134
293537,433148
293537,293205
293537,11707
293537,196084
293537,38719
293537,1209545
293537,1462053
293537,1511327
293537,1848741
293537,2060247
293537,529628
293537,2060261
293537,2060278
293537,1531257
293537,641354
293537,10018
293537,3377437
293537,10215
13176,1829431
13176,378439
13176,289350
13176,718903
13176,240281
13176,193998
13176,3168217
13176,376653
13176,733463
13176,549496
13176,645019
13176,226681
13176,219346
13176,129555
13176,226895
13176,5533
13176,87631
2063072,8769221
694210,645019
694210,2647419
694210,63975
22254,449358
22254,21248
22254,64091
22254,299822
22254,645019
22254,709765
2071261,8763378
2071261,645019
2071261,1530459
2073818,81692
152272,1462053
152272,193998
152272,51818
152272,644597
152272,449358
152272,8815025
152272,299822
152272,549496
152272,376653
152272,8762949
152272,645019
1452985,9387230
1452985,5770206
1452985,4358453
1452985,176607
1452985,1753291
1452985,8766925
1452985,8549088
1452985,194869
1452985,3309325
1452985,6927614
1452985,1331652
1452985,8773597
1452985,5978452
1452985,1157392
1452985,1298337
1452985,1462053
1452985,9387243
1452985,2894631
1452985,2325069
1452985,3377437
1452985,534
1452985,8766445
1452985,7373594
1452985,9387245
843355,45567
843355,645019
843355,3377437
843355,8769221
2082918,783092
583912,1210171
583912,126168
583912,1107762
583912,1377291
583912,2772996
583912,534
583912,2067664
583912,208326
583912,564625
583912,69663
583912,1173537
583912,2088079
583912,8762949
583912,262426
583912,1377582
583912,9393231
583912,2088214
583912,2088201
583912,584815
583912,1768336
1391050,8767031
1391050,1462053
1391050,9393915
1391050,692097
1391050,16367
1391050,2344919
1391050,8762949
2091748,645019
2091748,449827
2091748,8762949
504965,7237329
504965,4516984
504965,116563
504965,645019
504965,2094530
504965,8762949
504965,783092
847481,645019
1481597,14
1481597,645019
1481597,449827
1481597,2657305
1481597,2095911
1481597,1022173
1481597,9397005
1481597,9154937
1481597,4943516
1481597,8797768
1481597,3364771
203180,2101001
203180,51818
203180,299822
203180,549496
203180,644597
203180,216834
203180,36744
203180,282330
203180,2101019
203180,2948582
203180,709765
203180,1570607
203180,575454
203180,1485097
203180,9398736
203180,7819028
203180,100588
203180,8766445
203180,4231929
203180,9398786
203180,45567
203180,645019
203180,3377437
203180,8769221
203180,187766
203180,1462053
203180,3392981
203180,449827
2101213,645019
2101213,45567
2103552,566053
2103552,2103555
2103552,9027433
2103552,2103652
2103552,657696
2103552,2103666
2103552,141409
2103552,2103733
2103552,191748
2923945,645019
2107805,2107812
2107805,8766400
2107805,9402255
487033,3623
487033,8762949
487033,197521
487033,645019
487033,45567
487033,1462053
487033,7237329
487033,116563
487033,783092
487033,187766
2110550,645019
2111089,449827
261860,1161373
261860,5961487
261860,8837793
261860,5671983
261860,8798221
261860,8837693
261860,429159
261860,2811373
261860,55645
261860,1833739
261860,1181435
261860,13752
261860,733208
261860,100066
261860,119793
261860,16983
261860,3799847
261860,8766445
261860,82801
261860,3309085
261860,731
261860,534
261860,1190129
261860,564
261860,1321221
261860,8769221
261860,194869
261860,6927614
261860,1462053
261860,7237329
261860,783092
261860,645019
261860,3392981
261860,8774130
261860,3623
261860,9404631
261860,8814752
261860,8814664
261860,8776242
261860,8814717
261860,8814725
261860,8776169
261860,9070581
261860,449827
261860,38236
261860,8762949
261860,5978452
699039,221582
699039,4827710
2113598,1189730
2113598,86755
2113598,20138
2113598,2001810
2113598,2113610
2113598,615941
2113598,31888
2113598,8763378
2113598,1181217
2113598,1069785
2113598,674687
2113598,2113679
2113598,1044477
2113598,86041
2113598,43948
2113598,675281
2113598,3799847
2113598,21433
2113598,534
2113598,1293026
2113598,288052
2113598,2113821
2113598,8766934
2113598,36877
1521466,2894631
1521466,566043
642477,402466
642477,3585525
642477,947913
642477,738455
642477,990822
642477,9406191
2114972,9406330
839476,449827
839476,8762949
839476,2122109
697266,1632063
697266,1626724
697266,707
697266,1462053
697266,783092
853714,449827
853714,3392981
853714,8763433
853714,534
853714,1190129
853714,564
853714,45567
853714,645019
692097,5938419
692097,151471
692097,226495
692097,2126313
692097,8767031
692097,4271435
692097,82801
692097,2126825
692097,1225250
692097,8762949
659724,1366186
659724,2128690
659724,645019
659724,193998
659724,1494978
659724,793350
659724,8852
659724,8884803
659724,78934
659724,9412690
659724,1177523
659724,287620
2130942,3365102
855132,5672284
855132,1321221
855132,534
855132,82801
855132,8766445
855132,8966372
855132,8763433
855132,2630359
855132,8802779
855132,8777972
855132,2695601
855132,8812440
855132,291220
855132,6912711
855132,9414475
855132,9414484
855132,1869720
855132,3309459
855132,45567
855132,645019
855132,8774130
855132,449827
855132,5978452
855132,2323548
855132,8488287
855132,3623
855132,197521
855132,1892613
855132,559184
855132,9414549
855132,9414581
855132,8346436
855132,9414610
855132,9414653
855132,84390
855132,38236
855132,8762949
2143122,783092
2143122,8762949
2143122,645019
2144298,449827
857355,8762949
857355,3623
857355,45567
857355,645019
2151296,8762949
2151626,15844
2151626,8762949
857822,45567
857822,731
857822,534
2151966,1984643
2151966,14
2151966,549496
2151966,9420352
645010,1961458
645010,2152906
645010,1561323
645010,8768086
645010,600295
645010,1863264
645010,187766
645010,1462053
645010,7940598
645010,783092
645010,2400458
645010,645019
645010,694940
645010,549496
645010,8935004
645010,1217420
645010,116563
1581566,645019
1581566,295997
1581566,534
1581566,1217420
1581566,8762949
2165473,8762949
198245,718903
198245,85410
198245,3392981
198245,645019
198245,116563
2170386,8549088
2170386,8766445
697441,8762949
692602,2182830
692602,51818
692602,8767031
692602,1424093
692602,645019
692602,108457
714139,3397732
714139,1596004
714139,1214892
714139,14
714139,2184006
714139,442597
714139,3555175
714139,261688
714139,198056
714139,896087
714139,92974
714139,9427049
714139,645019
714139,243602
714139,8772798
714139,261710
714139,70105
714139,296317
714139,9029720
714139,9029706
714139,9029713
714139,1804606
714139,707639
860799,45567
860799,645019
2199759,9432539
2199759,9432544
2199759,645019
2199759,45567
2201206,5978452
2201206,8767031
2201206,8811243
2201206,1550126
2201206,1649493
2201206,8763433
2201206,8769446
2201206,9247681
2201206,8762949
2201206,2174563
2201206,8765333
2201206,6528060
2201797,45567
2201797,2201798
2201797,8762949
2204911,174980
2205475,645019
2205475,116435
2205475,8807394
2205475,2205480
2205475,1075601
2205475,9350890
2205475,45452
865487,898078
865487,933393
865487,45567
865487,645019
2209379,8769221
2209379,1462053
2238535,8762949
2239117,645019
698103,7361682
698103,8770465
698103,1216355
698103,707866
698103,8772798
698103,645019
698103,8923255
698103,449827
698103,8766720
698103,9440362
698103,8771017
698103,1731934
698103,1672404
698103,705633
1577281,122561
1577281,379357
1577281,122565
1577281,645019
499052,9440620
499052,45567
499052,645019
499052,116563
499052,7237329
499052,187766
499052,783092
499052,1462053
499052,3392981
499052,449827
499052,2239621
499052,1835713
499052,8930304
499052,9440627
871566,45567
871566,645019
872278,645019
872278,45567
1624751,783092
1624751,8793731
1624751,3984470
1624751,3205139
1624751,8766445
2251198,7237329
2251760,645019
2251760,8762949
875994,45567
877413,645019
877413,45567
2256058,645019
2256567,731
2256567,534
2256567,45567
2256567,645019
2256567,3377437
148160,35605
148160,2323548
148160,5978452
148160,645019
148160,45567
148160,38236
148160,116563
148160,1462053
148160,187766
148160,783092
148160,7237329
2256964,2257024
2256964,449358
1619279,1621184
1619279,5148003
1619279,1589210
1619279,1623254
1619279,8762949
257713,9454394
257713,2800142
257713,107128
257713,645019
257713,1767640
257713,8780192
257713,8762949
257713,8780179
257713,1637736
257713,40462
81549,81774
81549,114382
81549,276635
81549,100969
81549,2073818
81549,24606
81549,8823160
81549,1188748
81549,2699795
81549,9455705
81549,1484252
81549,1973705
81549,1690765
81549,1074899
81549,9455761
81549,579237
81549,34139
81549,9455813
81549,14060
81549,376632
81549,1575929
81549,2611180
81549,421933
81549,388071
81549,2260057
81549,82801
81549,9455823
81549,1237793
81549,64091
81549,1462053
81549,193998
81549,51818
81549,39279
81549,81706
81549,81632
81549,644597
81549,299822
81549,376653
81549,1119551
81549,549496
81549,81470
81549,296317
81549,81847
81549,2257041
81549,645019
81549,8770309
81549,644333
81549,8767031
81549,449358
81549,2256964
81549,81692
81549,8797511
2265240,645019
623070,8764066
623070,4669173
623070,1462053
623070,645019
623070,449827
623070,38236
623070,82801
623070,8918453
623070,8918448
623070,2143735
623070,116435
623070,8762949
623070,551110
623070,37279
623070,623061
623070,86027
623070,102846
2275267,8766445
2278314,645019
2278314,1462053
831257,449827
2282645,1046196
2282645,8762949
9472980,1462053
834803,9473013
834803,449827
834803,8762949
152766,7636972
152766,951610
152766,2316592
152766,2316615
152766,86027
152766,2316671
152766,2316639
152766,9477654
152766,647495
152766,154384
152766,7040819
152766,5784641
152766,1028468
152766,3003167
152766,8774130
152766,449827
152766,45567
152766,645019
152766,3392981
152766,8488287
152766,2395487
152766,8826040
152766,9477688
152766,3141561
152766,1823930
152766,1028564
152766,408113
152766,2316834
152766,2316835
152766,209207
152766,290675
152766,2062268
152766,2316900
152766,2316813
152766,8804709
152766,2177607
152766,7869885
152766,8762949
152766,8767976
152766,958404
152766,8896242
152883,449827
152883,3392981
152883,45567
152883,645019
480498,1481078
480498,1071120
480498,8841687
480498,9480053
480498,8862096
480498,9480078
480498,1391843
480498,8472447
480498,1321221
480498,1298337
480498,82801
480498,8762949
480498,187766
480498,1462053
480498,116563
480498,645019
480498,45567
480498,2320427
480498,1960133
838718,8781056
838718,449827
838718,45567
838718,645019
838718,8780923
838718,4125175
838805,45567
838805,645019
838805,3623
838805,8762949
838805,197521
2322854,8762949
187633,8763433
187633,1190129
187633,564
187633,2997331
187633,64091
491088,449827
491088,8822595
491088,43461
491088,9484211
491088,9484233
491088,9484246
491088,4574
491088,564
491088,45567
491088,3623
491088,3377437
491088,16983
491088,8762949
491088,193596
491088,187766
491088,7237329
491088,1462053
491088,116563
491088,783092
2331259,1386322
2331259,45567
2331259,645019
714348,299822
714348,1056495
714348,41428
714348,645019
714348,1462053
714348,8762949
714348,288198
714348,5978452
482949,9352660
482949,5978452
482949,2323548
482949,731
482949,1190129
482949,564
482949,8763433
482949,534
482949,783092
482949,187766
482949,7237329
482949,1462053
482949,116563
482949,45567
482949,645019
482949,2335687
842930,645019
842930,8853092
842930,8762949
842930,449827
780189,534
1697316,1190129
1697316,8763433
1697316,45567
1697316,534
1697316,564
82541,20941
82541,8896631
82541,8896632
82541,299822
82541,2376324
846093,8766445
846093,645019
846093,45567
846093,449827
846093,8762949
846093,3623
2346133,449358
616052,1670289
616052,449358
616052,8762949
616052,645019
616052,45567
616052,8767031
216062,7237329
216062,45567
2357095,113902
2357095,92974
2357095,534
2357095,731
2357095,8769221
2357095,645019
2357095,8766445
2357095,187766
2357095,8813438
2357095,2832163
2357095,285470
2357095,400808
2357095,8954054
2357095,785776
2357095,2633337
575701,14
13396,652373
13396,2357319
13396,9499917
13396,9499918
13396,9499929
13396,5163666
13396,9499946
13396,2849783
13396,9162734
13396,449827
13396,9499981
13396,51818
13396,5436996
13396,2357385
13396,614984
13396,36044
13396,82801
13396,68851
13396,695838
13396,8454992
13396,9500009
13396,523735
13396,9500028
13396,645019
13396,45567
13396,8762949
13396,3392981
13396,1225250
13396,8825525
13396,9500037
13396,9500047
13396,9500063
13396,155483
13396,8771435
13396,8835608
13396,1022173
13396,9500072
13396,1336493
13396,9500096
13396,4888296
13396,8766400
13396,8942356
13396,8787596
737790,8766445
737790,449827
737790,1462053
122565,744422
122565,34093
122565,1577281
122565,1829431
122565,122561
122565,624685
122565,187766
122565,379357
122565,375482
122565,3113177
122565,9503996
122565,8762949
122565,382139
122565,896275
2364770,278993
2364770,299822
2364770,8832078
2364770,1462053
2364770,100969
2364770,898679
2364770,2365008
248294,8766759
248294,14
248294,1023548
248294,645019
857754,1613946
857754,86027
857754,2366083
857754,399277
857754,893838
857754,4271435
857754,55673
857754,9505313
857754,105638
857754,9505329
857754,9505333
857754,196790
857754,9505349
857754,2366112
857754,8897393
857754,1781334
857754,9505369
857754,5074253
857754,69014
857754,8810243
857754,1821187
857754,9114172
857754,1225250
857754,1814182
857754,1469096
857754,2089484
857754,1859423
857754,645019
857754,8762949
857754,449827
857754,3392981
93326,915158
93326,93322
93326,915213
93326,189007
93326,8763433
93326,710544
93326,69663
93326,645019
93326,611487
93326,644333
93326,247452
93326,2358845
93326,709765
93326,1794063
93326,2376324
2366881,1190129
2366881,8762949
2366881,946427
1897484,232697
487613,731
487613,5978452
487613,2323548
487613,82801
487613,38236
487613,3799847
487613,8766445
487613,8763433
487613,1190129
487613,534
487613,564
487613,45567
487613,645019
487613,662703
487613,8769221
487613,8762949
487613,8549088
487613,3309325
487613,6927614
487613,5906579
487613,194869
487613,116563
991993,4620429
991993,116354
991993,990822
991993,8793731
487919,9508599
487919,9045273
487919,9312049
487919,4329662
487919,1462053
487919,8772798
487919,1285689
695838,9508665
695838,8841014
695838,449827
2370308,9508804
2370308,9508808
2370308,8777690
2370308,8793618
2370308,1550126
2370308,8766445
2370308,645019
2370308,8762949
2370308,8769221
2370308,8768086
2370308,2695601
2371060,645019
1130530,118473
1130530,1443506
1130530,990822
1130530,644333
1130530,8826868
1130530,8762949
422943,9512978
422943,8766720
422943,8762949
422943,422979
1157514,1127760
1157514,193998
1157514,3309317
1157514,8765333
1157514,412259
1157514,1223267
1157514,135487
1157514,9516262
1157514,1621435
1157514,5127471
1157514,2297819
1157514,3680734
1157514,2376324
1157514,4560242
1157514,9313060
1157514,14
1157514,9516285
1157514,8769850
9518109,8896459
9518109,8762949
490822,6927614
490822,194869
2398954,8762949
2398954,7237329
2398954,116563
2398954,1462053
2398954,783092
658232,2399699
658232,8832132
658232,8829302
658232,2399705
658232,449358
658232,2399738
658232,8831950
658232,549496
658232,8766445
658232,8794866
658232,8864517
658232,9520869
658232,1227748
658232,528941
658232,2399730
658232,2399733
658232,8832078
658232,2123253
658232,2399754
658232,1159781
658232,47808
658232,947118
2400338,8850219
2400338,15146
2400338,645019
841831,2290605
841831,2625996
841831,1433047
841831,652690
841831,8763433
841831,3309317
841831,376632
841831,3392981
841831,3623
841831,8776488
841831,9521666
841831,564
841831,8773229
841831,9521675
841831,8220674
841831,8771908
841831,8997083
841831,8771307
841831,3365711
841831,9521682
841831,125917
841831,8767031
841831,1427151
841831,7834989
841831,8913738
841831,8771089
841831,8820851
841831,990822
841831,8767431
841831,1386322
841831,8776640
841831,449827
841831,1550126
841831,9521713
841831,6688950
841831,8765333
841831,38236
841831,197521
841831,2289589
841831,2834949
841831,9318570
841831,1565233
841831,1765121
841831,2401018
841831,1441707
841831,8762949
841831,4270748
2415769,9523484
2415769,9523485
2415769,45567
2416366,3392981
2416366,783092
2416366,187766
2416366,7237329
662504,4942606
662504,82801
662504,186919
662504,9523909
662504,2416992
662504,4521940
662504,9450464
662504,2417194
662504,5485301
662504,1510093
662504,741549
662504,2417766
662504,96050
662504,1227407
662504,1779491
662504,2417420
662504,8762949
662504,1227067
662504,1779805
662504,4018950
662504,662507
662504,1951648
662504,1293722
662504,2417649
662504,1780270
662504,1142893
662504,11807
662504,5346369
662504,2861349
662504,9977
662504,9784
662504,288172
2418263,449827
1576462,9032037
1576462,3799847
1576462,2418327
1576462,188611
1576462,8789731
1576462,4976037
1576462,252862
1576462,9401889
2418898,1161072
2418898,135487
2418898,8762949
2418898,2418902
701119,2060640
701119,600295
397905,9518395
397905,8299389
397905,2529594
397905,2342909
397905,8810190
397905,9003427
397905,99864
397905,9003448
397905,14
397905,2376324
397905,8843005
397905,1778860
397905,8843015
397905,36507
397905,8843040
397905,2665487
397905,1026769
397905,8839735
397905,9177447
397905,1384764
397905,9482971
397905,8803382
397905,263724
397905,228108
397905,5702225
397905,407502
397905,583327
397905,9071874
397905,2671054
397905,8829231
397905,2521664
397905,1602658
397905,4932047
397905,264242
397905,8882074
397905,3377437
397905,8769221
397905,645019
397905,45567
397905,197521
397905,8762949
397905,3623
397905,9526972
397905,9526975
397905,9526977
397905,2509605
397905,7266432
397905,3225296
397905,571162
397905,921405
397905,1350502
68390,6862045
68390,3507539
68390,8913771
68390,6740454
68390,611487
68390,8769221
68390,1057190
68390,298698
68390,9527716
68390,1580590
68390,2423966
68390,9048205
68390,8882065
68390,38236
68390,14
644989,193998
644989,449358
644989,644597
644989,549496
644989,299822
644989,376653
644989,9528197
644989,45567
644989,645019
2426584,2381714
2426584,2426628
2426584,979172
2426584,8766445
2426584,82801
2437313,662703
2437313,45567
2437313,2472320
493240,55645
493240,221917
493240,9531965
493240,107163
493240,1305240
493240,16983
493240,2420258
493240,3377437
493240,534
493240,1322629
493240,1331322
493240,8763433
493240,46409
493240,2201476
493240,4327719
493240,8766445
493240,8549088
493240,6927614
493240,5906579
493240,3309325
493240,194869
493240,3392981
493240,645019
493240,45567
493240,3623
493240,116563
493240,1462053
493240,7237329
493240,783092
493240,893838
493240,20138
493240,932244
493240,155483
493240,2438627
